Date,Confirmed,Deaths,Recovered,Active,Daily_Confirmed,Daily_Deaths,Daily_Recovered,MA_7_Confirmed,MA_14_Confirmed,Mortality_Rate,Recovery_Rate,Active_Rate,Growth_Rate,Growth_Rate_MA
2020-03-04,28,0,3,25,23.0,0.0,0.0,4.428571428571429,3.7857142857142856,0.0,10.714285714285714,89.28571428571429,833.3333333333334,138.0952380952381
2020-03-05,30,0,3,27,2.0,0.0,0.0,5.142857142857143,4.214285714285714,0.0,10.0,90.0,900.0,266.6666666666667
2020-03-06,31,0,3,28,1.0,0.0,0.0,5.428571428571429,5.0,0.0,9.67741935483871,90.32258064516128,933.3333333333334,400.0
2020-03-07,34,0,3,31,3.0,0.0,0.0,7.285714285714286,5.642857142857143,0.0,8.823529411764707,91.17647058823529,1033.3333333333335,547.6190476190476
2020-03-08,39,0,3,36,5.0,0.0,0.0,4.857142857142857,7.071428571428571,0.0,7.6923076923076925,92.3076923076923,1200.0,719.0476190476192
2020-03-09,43,0,3,40,4.0,0.0,0.0,6.142857142857143,7.857142857142857,0.0,6.976744186046512,93.02325581395348,760.0,818.095238095238
2020-03-10,56,0,4,52,13.0,0.0,1.0,7.285714285714286,8.142857142857142,0.0,7.142857142857142,92.85714285714286,1019.9999999999999,954.2857142857143
2020-03-11,62,1,4,57,6.0,1.0,0.0,9.714285714285714,9.785714285714286,1.6129032258064515,6.451612903225806,91.93548387096774,121.42857142857144,852.5850340136054
2020-03-12,73,1,4,68,11.0,0.0,0.0,10.571428571428571,9.142857142857142,1.36986301369863,5.47945205479452,93.15068493150685,143.33333333333331,744.4897959183673
2020-03-13,82,2,4,76,9.0,1.0,0.0,10.857142857142858,11.714285714285714,2.4390243902439024,4.878048780487805,92.6829268292683,164.51612903225805,634.6587667324994
2020-03-14,102,2,4,96,20.0,0.0,0.0,12.285714285714286,15.214285714285714,1.9607843137254901,3.9215686274509802,94.11764705882352,200.0,515.6111476848804
2020-03-15,113,2,13,98,11.0,0.0,9.0,13.428571428571429,21.142857142857142,1.7699115044247788,11.504424778761061,86.72566371681415,189.74358974358972,371.28880336253604
2020-03-16,119,2,13,104,6.0,0.0,0.0,17.285714285714285,25.5,1.680672268907563,10.92436974789916,87.39495798319328,176.74418604651163,287.96654422632344
2020-03-17,142,3,14,125,23.0,1.0,1.0,23.142857142857142,32.57142857142857,2.112676056338028,9.859154929577464,88.02816901408451,153.57142857142856,164.19103402224184
2020-03-18,156,3,14,139,14.0,0.0,0.0,32.57142857142857,34.285714285714285,1.9230769230769231,8.974358974358974,89.1025641025641,151.61290322580646,168.50308142184682
2020-03-19,194,4,15,175,38.0,1.0,1.0,40.42857142857143,42.5,2.0618556701030926,7.731958762886598,90.20618556701031,165.75342465753425,171.70595161101838
2020-03-20,244,5,20,219,50.0,1.0,5.0,54.285714285714285,46.714285714285715,2.0491803278688523,8.19672131147541,89.75409836065575,197.5609756097561,176.4266439792324
2020-03-21,330,4,23,303,86.0,0.0,3.0,56.285714285714285,57.5,1.2121212121212122,6.969696969696971,91.81818181818183,223.52941176470588,179.78798851704752
2020-03-22,396,7,27,362,66.0,3.0,4.0,71.57142857142857,63.214285714285715,1.7676767676767675,6.8181818181818175,91.41414141414141,250.4424778761062,188.45925825026416
2020-03-23,499,10,27,462,103.0,3.0,0.0,76.14285714285714,65.07142857142857,2.004008016032064,5.410821643286573,92.58517034068137,319.327731092437,208.82833611396777
2020-03-24,536,10,40,486,37.0,0.0,13.0,91.85714285714286,80.85714285714286,1.8656716417910446,7.462686567164178,90.67164179104478,277.46478873239437,226.52738756553435
2020-03-25,657,12,43,602,121.0,2.0,3.0,93.85714285714286,89.64285714285714,1.82648401826484,6.54490106544901,91.62861491628614,321.1538461538462,250.74752226953999
2020-03-26,727,20,45,662,70.0,8.0,2.0,89.71428571428571,131.57142857142858,2.7510316368638237,6.189821182943604,91.05914718019257,274.74226804123714,266.3173570386404
2020-03-27,887,20,73,794,160.0,0.0,28.0,107.42857142857143,167.78571428571428,2.254791431792559,8.229988726042842,89.5152198421646,263.5245901639344,275.7407305463802
2020-03-28,987,24,84,879,100.0,4.0,11.0,123.0,165.92857142857142,2.43161094224924,8.51063829787234,89.05775075987842,199.09090909090907,272.2495158786949
2020-03-29,1024,27,95,902,37.0,3.0,11.0,191.57142857142858,196.57142857142858,2.63671875,9.27734375,88.0859375,158.5858585858586,259.12714169437385
2020-03-30,1251,32,102,1117,227.0,5.0,7.0,259.42857142857144,228.0,2.5579536370903275,8.15347721822542,89.28856914468425,150.70140280561125,235.0376662248273
2020-03-31,1397,35,123,1239,146.0,3.0,21.0,240.0,305.64285714285717,2.505368647100931,8.804581245526128,88.69005010737294,160.63432835820896,218.34760045708654
2020-04-01,1998,58,148,1792,601.0,23.0,25.0,299.2857142857143,341.07142857142856,2.902902902902903,7.4074074074074066,89.68968968968969,204.10958904109592,201.62699229812216
2020-04-02,2543,72,191,2280,545.0,14.0,43.0,366.2857142857143,375.64285714285717,2.8313016122689736,7.510813999213527,89.65788438851749,249.79367262723522,198.06290723897905
2020-04-03,2567,72,192,2303,24.0,0.0,1.0,503.85714285714283,428.42857142857144,2.8048305414881183,7.479548110634983,89.71562134787689,189.40248027057498,187.47403439707054
2020-04-04,3082,86,229,2767,515.0,14.0,37.0,559.1428571428571,479.35714285714283,2.790395846852693,7.430240103828682,89.77936404931862,212.2593718338399,189.3552433603464
2020-04-05,3588,99,229,3260,506.0,13.0,0.0,559.7142857142857,532.7857142857143,2.7591973244147154,6.382385730211817,90.85841694537346,250.390625,202.47020999093803
2020-04-06,4778,136,375,4267,1190.0,37.0,146.0,597.4285714285714,584.3571428571429,2.8463792381749684,7.848472164085392,89.30514859773963,281.93445243804956,221.2177885098578
2020-04-07,5311,150,421,4740,533.0,14.0,46.0,718.7142857142857,657.2857142857143,2.824326868762945,7.926944078327998,89.24872905290906,280.17179670722976,238.29456970257505
2020-04-08,5916,178,506,5232,605.0,28.0,85.0,766.2857142857143,720.7142857142857,3.008789722785666,8.553076402974984,88.43813387423936,196.09609609609612,237.1497849961465
2020-04-09,6725,226,620,5879,809.0,48.0,114.0,802.4285714285714,737.4285714285714,3.360594795539033,9.219330855018587,87.42007434944237,164.45143531262286,224.95803680834473
2020-04-10,7598,246,774,6578,873.0,20.0,154.0,810.7142857142857,777.6428571428571,3.2376941300342197,10.186891287180837,86.57541458278494,195.9875340864823,225.8987587820458
